net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
westland-infra,871687800090000015,DE COLMAN,2291JL,2291JL,WATERINGEN,13,92.31,100.0,100,92,3x25,4025,92.31,0.0
westland-infra,871687800090000015,DE COLMAN,2291JM,2291JM,WATERINGEN,16,100.0,100.0,100,100,3x25,5451,100.0,0.0
westland-infra,871687800090000015,DE COLMAN,2291JN,2291JN,WATERINGEN,21,95.24,100.0,100,81,3x25,4110,100.0,0.0
westland-infra,871687800090000015,DE COLMAN,2291JP,2291JP,WATERINGEN,16,100.0,100.0,100,94,3x25,3204,100.0,0.0
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JR,2291JR,WATERINGEN,18,100.0,100.0,100,94,3x25,3989,100.0,0.0
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JS,2291JS,WATERINGEN,12,100.0,100.0,100,100,3x25,3791,100.0,8.33
westland-infra,871687800090000015,DE WITTE EMILE,2291JT,2291JT,WATERINGEN,18,100.0,100.0,100,100,3x25,4541,100.0,5.56
westland-infra,871687800090000015,DE WITTE EMILE,2291JV,2291JV,WATERINGEN,10,100.0,100.0,100,100,3x25,4454,100.0,0.0
westland-infra,871687800090000015,DE MAROC,2291JW,2291JW,WATERINGEN,14,100.0,100.0,100,86,3x25,4346,85.71,0.0
westland-infra,871687800090000015,DE MAROC,2291JX,2291JX,WATERINGEN,16,100.0,100.0,100,100,3x25,4275,100.0,0.0
westland-infra,871687800090000015,DE MAROC,2291JZ,2291JZ,WATERINGEN,11,100.0,100.0,100,100,3x25,4271,100.0,0.0
westland-infra,871687800090000015,WITTE VAN DER LAAN,2291KA,2291KA,WATERINGEN,26,100.0,100.0,100,92,3x25,2460,100.0,0.0
westland-infra,871687800090000015,BINNENROEDE,2291KB,2291KB,WATERINGEN,14,92.86,100.0,100,93,3x25,3813,100.0,0.0
westland-infra,871687800090000015,BUITENROEDE,2291KC,2291KD,WATERINGEN,17,94.12,100.0,100,82,3x25,3389,100.0,0.0
westland-infra,871687800090000015,WIEK,2291KE,2291KE,WATERINGEN,10,100.0,100.0,100,90,3x25,6119,100.0,0.0
westland-infra,871687800090000015,WIEK,2291KG,2291KJ,WATERINGEN,27,100.0,100.0,100,96,3x25,4822,96.3,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KK,2291KR,WATERINGEN,43,97.67,100.0,100,95,3x25,3642,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KS,2291KS,WATERINGEN,36,97.22,100.0,100,97,3x25,3109,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KT,2291KT,WATERINGEN,22,100.0,100.0,100,86,3x25,3881,95.45,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KV,2291KV,WATERINGEN,16,100.0,100.0,100,100,3x25,3770,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KW,2291KW,WATERINGEN,11,100.0,100.0,100,100,3x25,3942,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KX,2291KX,WATERINGEN,14,100.0,100.0,100,100,3x25,3837,100.0,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291KZ,2291KZ,WATERINGEN,23,100.0,100.0,100,83,3x25,2116,100.0,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291LA,2291LA,WATERINGEN,11,100.0,100.0,100,91,3x25,2302,100.0,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291LB,2291LB,WATERINGEN,17,82.35,100.0,100,94,3x25,3305,100.0,5.88
westland-infra,871687800090000015,LANGE SPRUIT,2291LC,2291LC,WATERINGEN,16,100.0,100.0,100,81,3x25,6537,93.75,0.0
westland-infra,871687800090000015,KORTE SPRUIT,2291LD,2291LG,WATERINGEN,36,100.0,100.0,100,94,3x25,3239,100.0,0.0
westland-infra,871687800090000015,SPANTRING,2291LH,2291LH,WATERINGEN,15,100.0,100.0,100,93,3x25,3562,100.0,0.0
westland-infra,871687800090000015,SPANTRING,2291LJ,2291LJ,WATERINGEN,21,100.0,100.0,100,95,3x25,2893,100.0,0.0
westland-infra,871687800090000015,KANTSTIJL,2291LK,2291LK,WATERINGEN,43,100.0,100.0,100,100,3x25,2241,97.67,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291LZ,2291LZ,WATERINGEN,27,100.0,100.0,100,93,3x25,2586,100.0,0.0
westland-infra,871687800090000015,KONINGSSPIL,2291MA,2291MA,WATERINGEN,13,92.31,100.0,100,100,3x25,5161,100.0,7.69
westland-infra,871687800090000015,KONINGSSPIL,2291MB,2291MB,WATERINGEN,25,100.0,100.0,100,80,3x25,5877,96.0,8.0
westland-infra,871687800090000015,KORBEEL,2291MC,2291MC,WATERINGEN,20,100.0,100.0,100,100,3x25,3831,100.0,0.0
westland-infra,871687800090000015,KAAPSTANDER,2291MD,2291MD,WATERINGEN,20,100.0,100.0,100,95,3x25,4268,100.0,5.0
westland-infra,871687800090000015,KRUISBALK,2291ME,2291ME,WATERINGEN,18,100.0,100.0,100,94,3x25,5135,100.0,0.0
westland-infra,871687800090000015,BOOG,2291MG,2291MG,WATERINGEN,14,100.0,100.0,100,100,3x25,4246,100.0,7.14
westland-infra,871687800090000015,SCHEG,2291MH,2291MH,WATERINGEN,14,100.0,100.0,100,93,3x25,3988,100.0,0.0
westland-infra,871687800090000015,KRUILIER,2291MJ,2291MJ,WATERINGEN,16,100.0,100.0,100,100,3x25,3650,100.0,0.0
westland-infra,871687800090000015,KRUILIER,2291MK,2291MK,WATERINGEN,18,94.44,100.0,100,83,3x25,5889,100.0,0.0
westland-infra,871687800090000015,PENBALK,2291ML,2291MN,WATERINGEN,20,95.0,100.0,100,100,3x25,4623,100.0,25.0
westland-infra,871687800090000015,MOERBALK,2291MP,2291MP,WATERINGEN,12,100.0,100.0,100,100,3x25,4607,100.0,0.0
westland-infra,871687800090000015,BONTELRAD,2291MR,2291MS,WATERINGEN,25,96.0,100.0,100,96,3x25,3873,96.0,4.0
westland-infra,871687800090000015,TEMPELBALK,2291MT,2291MV,WATERINGEN,18,88.89,100.0,100,100,3x25,4098,100.0,5.56
westland-infra,871687800090000015,ZWARTVEEN,2291NB,2291ND,WATERINGEN,48,97.92,100.0,100,96,3x25,4543,97.92,0.0
westland-infra,871687800090000015,LAAGVEEN,2291NE,2291NG,WATERINGEN,32,96.88,100.0,100,100,3x25,4250,100.0,0.0
westland-infra,871687800090000015,HOOGVEEN,2291NH,2291NJ,WATERINGEN,35,94.29,100.0,100,86,3x25,3919,100.0,8.57
westland-infra,871687800090000015,MOSVEEN,2291NK,2291NK,WATERINGEN,38,100.0,100.0,100,97,3x25,3416,100.0,5.26
westland-infra,871687800090000015,MOSVEEN,2291NL,2291NL,WATERINGEN,11,90.91,100.0,100,91,3x25,3694,100.0,0.0
westland-infra,871687800090000015,RANDVEEN,2291NM,2291NM,WATERINGEN,28,92.86,100.0,100,93,3x25,4650,100.0,0.0
westland-infra,871687800090000015,WOUDVEEN,2291NN,2291NN,WATERINGEN,10,100.0,100.0,100,100,3x25,4059,100.0,0.0
westland-infra,871687800090000015,MOLENWEER,2291NP,2291NP,WATERINGEN,34,94.12,100.0,100,94,3x25,2277,100.0,0.0
westland-infra,871687800090000015,MOLENWEER,2291NR,2291NR,WATERINGEN,18,94.44,100.0,100,56,3x25,13751,100.0,0.0
westland-infra,871687800090000015,VEENLAND,2291NS,2291NT,WATERINGEN,20,100.0,100.0,100,85,3x25,8425,95.0,0.0
westland-infra,871687800090000015,NAALDWIJKSEWEG,2291PA,2291PA,WATERINGEN,60,100.0,100.0,100,77,3x25,8835,96.67,10.0
westland-infra,871687800090000015,MONSTERSEWEG,2291PB,2291PB,WATERINGEN,34,100.0,100.0,100,82,3x25,8401,100.0,0.0
westland-infra,871687800090000015,SCHIPLUIDENSEWEG,2291PC,2291PC,WATERINGEN,11,90.91,100.0,100,55,3x25,19318,90.91,0.0
westland-infra,871687800090000015,DE LIERSEWEG,2291PD,2291PE,WATERINGEN,132,98.48,99.24,100,82,3x25,11946,98.48,1.52
westland-infra,871687800090000015,WESTLANDSEWEG,2291PG,2291PG,WATERINGEN,20,100.0,100.0,100,30,3x25,21896,95.0,5.0
westland-infra,871687800090000015,MAASLANDSEWEG,2291PH,2291PJ,WATERINGEN,16,100.0,100.0,100,69,3x35,22681,100.0,0.0
westland-infra,871687800090000015,VAN NASSAUSTRAAT,2291PW,2291PW,WATERINGEN,24,100.0,100.0,100,96,3x25,3761,100.0,0.0
westland-infra,871687800090000015,VD DOES DE WILLEBOISSTR,2291PX,2291PX,WATERINGEN,28,96.43,100.0,100,100,3x25,4613,100.0,0.0
westland-infra,871687800090000015,MURRAIJSTRAAT,2291PZ,2291PZ,WATERINGEN,64,95.31,100.0,100,97,3x25,3355,100.0,3.13
westland-infra,871687800090000015,COLENSTRAAT,2291RA,2291RA,WATERINGEN,12,83.33,100.0,100,100,3x25,4900,100.0,8.33
westland-infra,871687800090000015,VAN CATSHUYSENSTRAAT,2291RB,2291RB,WATERINGEN,16,100.0,100.0,100,100,3x25,5359,100.0,0.0
westland-infra,871687800090000015,VAN AREMBERGLAAN,2291RC,2291RC,WATERINGEN,38,97.37,100.0,100,95,3x25,3119,100.0,0.0
westland-infra,871687800090000015,VAN DER MEERSTRAAT,2291RD,2291RD,WATERINGEN,10,100.0,100.0,100,100,3x25,5542,100.0,0.0
westland-infra,871687800090000015,VAN DE KERCKHOVESTRAAT,2291RE,2291RE,WATERINGEN,43,100.0,100.0,100,98,3x25,4390,100.0,0.0
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RG,2291RG,WATERINGEN,22,100.0,100.0,100,100,3x25,4184,86.36,0.0
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RH,2291RH,WATERINGEN,20,100.0,100.0,100,100,3x25,4399,100.0,0.0
westland-infra,871687800090000015,VAN GOCHSTRAAT,2291RJ,2291RJ,WATERINGEN,77,100.0,100.0,100,95,3x25,3903,98.7,0.0
westland-infra,871687800090000015,ROELSPLANTSOEN,2291RK,2291RK,WATERINGEN,43,97.67,100.0,100,95,3x25,2933,100.0,2.33
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RL,2291RL,WATERINGEN,21,80.95,100.0,100,86,3x25,3065,100.0,0.0
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RM,2291RN,WATERINGEN,49,97.96,100.0,100,98,3x25,4567,100.0,0.0
westland-infra,871687800090000015,DE VROOMSTRAAT,2291RP,2291RP,WATERINGEN,27,92.59,100.0,100,93,3x25,4390,100.0,3.7
westland-infra,871687800090000015,MOMMASTRAAT,2291RR,2291RR,WATERINGEN,41,95.12,100.0,100,98,3x25,3297,100.0,0.0
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RS,2291RS,WATERINGEN,61,100.0,100.0,100,92,3x25,3159,98.36,0.0
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RT,2291RT,WATERINGEN,27,100.0,100.0,100,100,3x25,4113,100.0,0.0
westland-infra,871687800090000015,DUIJVESTEIJNSTRAAT,2291RV,2291RV,WATERINGEN,39,97.44,100.0,100,92,3x25,3059,100.0,0.0
westland-infra,871687800090000015,STRUYCK VAN BERGENSTRAAT,2291RW,2291RW,WATERINGEN,22,90.91,100.0,100,95,3x25,4168,100.0,9.09
westland-infra,871687800090000015,VLIETHOF,2291RX,2291RX,WATERINGEN,24,100.0,100.0,100,79,3x25,6283,87.5,4.17
westland-infra,871687800090000015,VLIETHOF,2291RZ,2291RZ,WATERINGEN,54,100.0,100.0,100,87,3x25,4900,98.15,0.0
westland-infra,871687800090000015,BOVENDIJK,2291SB,2291SB,WATERINGEN,29,65.52,100.0,100,72,3x25,5318,89.66,10.34
westland-infra,871687800090000015,BOVENDIJK,2291SC,2291SE,WATERINGEN,18,100.0,100.0,100,94,3x25,3920,100.0,0.0
westland-infra,871687800090000015,GAELSTRAAT,2291SG,2291SH,WATERINGEN,17,94.12,100.0,100,94,3x25,3419,100.0,5.88
westland-infra,871687800090000015,GAELSTRAAT,2291SJ,2291SJ,WATERINGEN,19,94.74,100.0,100,95,3x25,3153,100.0,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SK,2291SK,WATERINGEN,17,100.0,100.0,100,82,1x35,5110,94.12,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SL,2291SL,WATERINGEN,14,100.0,100.0,100,71,3x25,4920,92.86,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SM,2291SP,WATERINGEN,34,100.0,100.0,100,53,3x25,3143,97.06,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SR,2291SR,WATERINGEN,18,100.0,100.0,100,89,3x25,3488,94.44,5.56
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291ST,2291ST,WATERINGEN,23,100.0,100.0,100,96,3x25,4062,100.0,0.0
westland-infra,871687800090000015,CISTERCIENSERSTRAAT,2291SV,2291SW,WATERINGEN,26,100.0,100.0,100,92,3x25,4585,100.0,73.08
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SX,2291SX,WATERINGEN,19,100.0,100.0,100,68,3x25,8246,89.47,0.0
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SZ,2291SZ,WATERINGEN,13,100.0,100.0,100,54,1x35,9876,100.0,7.69
westland-infra,871687800090000015,DR KUYPERSTRAAT,2291TA,2291TB,WATERINGEN,15,100.0,100.0,100,93,3x25,2048,86.67,0.0
westland-infra,871687800090000015,DR ARIENSSTRAAT,2291TC,2291TC,WATERINGEN,13,100.0,100.0,100,85,3x25,2755,100.0,0.0
westland-infra,871687800090000015,DR POELSSTRAAT,2291TD,2291TD,WATERINGEN,12,100.0,100.0,100,100,3x25,2578,50.0,0.0
westland-infra,871687800090000015,DR POELSSTRAAT,2291TE,2291TE,WATERINGEN,10,100.0,100.0,100,90,3x25,1907,60.0,10.0
westland-infra,871687800090000015,IRENESTRAAT,2291TG,2291TG,WATERINGEN,21,100.0,100.0,100,86,3x25,2352,61.9,4.76
westland-infra,871687800090000015,IRENESTRAAT,2291TH,2291TH,WATERINGEN,18,100.0,100.0,100,83,3x25,2815,55.56,0.0
westland-infra,871687800090000015,MARGRIETSTRAAT,2291TJ,2291TJ,WATERINGEN,14,92.86,100.0,100,93,3x25,4033,78.57,7.14
westland-infra,871687800090000015,MARIJKESTRAAT,2291TK,2291TK,WATERINGEN,14,100.0,100.0,100,93,3x25,3535,100.0,0.0
westland-infra,871687800090000015,WILLEM III STRAAT,2291TL,2291TL,WATERINGEN,16,93.75,100.0,100,69,3x25,8078,93.75,6.25
westland-infra,871687800090000015,WILLEM III STRAAT,2291TM,2291TM,WATERINGEN,14,100.0,100.0,100,79,3x25,4622,100.0,0.0
westland-infra,871687800090000015,WILLEM III STRAAT,2291TN,2291TN,WATERINGEN,32,100.0,100.0,100,97,3x25,3013,71.88,0.0
westland-infra,871687800090000015,JULIANASTRAAT,2291TP,2291TS,WATERINGEN,19,94.74,100.0,100,79,3x25,4770,84.21,0.0
westland-infra,871687800090000015,JULIANASTRAAT,2291TT,2291TT,WATERINGEN,10,100.0,100.0,100,100,3x25,2700,60.0,0.0
westland-infra,871687800090000015,BEATRIXSTRAAT,2291TV,2291TV,WATERINGEN,13,100.0,100.0,100,77,3x25,3449,46.15,0.0
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TX,2291TX,WATERINGEN,29,100.0,100.0,100,100,3x25,3728,100.0,0.0
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TZ,2291TZ,WATERINGEN,13,100.0,100.0,100,100,3x25,2170,30.77,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VA,2291VA,WATERINGEN,33,100.0,100.0,100,91,3x25,3590,93.94,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VB,2291VB,WATERINGEN,33,100.0,100.0,100,97,3x25,3398,96.97,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VC,2291VC,WATERINGEN,33,100.0,100.0,100,94,3x25,3728,100.0,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VD,2291VD,WATERINGEN,17,100.0,100.0,100,100,3x25,2802,100.0,0.0
