net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
westland-infra,871687800090000015,ARKPAVILJOEN,2291BV,2291BV,WATERINGEN,19,100.0,100.0,100,100,3x25,1349,94.74,0.0
westland-infra,871687800090000015,HEULWEG,2291BW,2291BW,WATERINGEN,13,92.31,100.0,100,77,3x25,8541,84.62,0.0
westland-infra,871687800090000015,HEULWEG,2291BX,2291BZ,WATERINGEN,21,90.48,100.0,100,71,3x25,7989,95.24,0.0
westland-infra,871687800090000015,PLEIN,2291CA,2291CA,WATERINGEN,22,100.0,100.0,100,41,3x25,20120,95.45,0.0
westland-infra,871687800090000015,PLEIN,2291CB,2291CB,WATERINGEN,11,100.0,100.0,100,100,3x25,3035,100.0,0.0
westland-infra,871687800090000015,PLEIN,2291CC,2291CC,WATERINGEN,46,97.83,100.0,100,78,3x25,13681,93.48,0.0
westland-infra,871687800090000015,KERKLAAN,2291CD,2291CD,WATERINGEN,24,91.67,100.0,100,88,3x25,6767,100.0,0.0
westland-infra,871687800090000015,KERKLAAN,2291CE,2291CE,WATERINGEN,23,100.0,100.0,100,96,3x25,6689,100.0,0.0
westland-infra,871687800090000015,KERKLAAN,2291CG,2291CG,WATERINGEN,15,93.33,100.0,100,100,3x25,5789,93.33,0.0
westland-infra,871687800090000015,KERKLAAN,2291CH,2291CH,WATERINGEN,61,100.0,100.0,100,62,1x35,4120,91.8,0.0
westland-infra,871687800090000015,KERKLAAN,2291CJ,2291CL,WATERINGEN,35,100.0,100.0,100,89,3x25,5350,97.14,0.0
westland-infra,871687800090000015,HOFZICHT,2291CM,2291CM,WATERINGEN,16,100.0,100.0,100,81,3x25,2745,87.5,0.0
westland-infra,871687800090000015,HOFZICHT,2291CN,2291CN,WATERINGEN,15,100.0,100.0,100,100,3x25,3724,100.0,0.0
westland-infra,871687800090000015,HOFZICHT,2291CP,2291CP,WATERINGEN,17,100.0,100.0,100,100,3x25,3564,94.12,0.0
westland-infra,871687800090000015,HOFWIJK,2291CR,2291CR,WATERINGEN,13,92.31,100.0,100,92,3x25,3327,100.0,0.0
westland-infra,871687800090000015,HOFWIJK,2291CS,2291CS,WATERINGEN,14,100.0,100.0,100,100,3x25,2640,100.0,0.0
westland-infra,871687800090000015,HOFPARK,2291CT,2291CV,WATERINGEN,18,100.0,100.0,100,94,3x25,2932,100.0,0.0
westland-infra,871687800090000015,GANTELPLEIN,2291CW,2291CZ,WATERINGEN,29,100.0,100.0,100,62,1x35,3073,96.55,0.0
westland-infra,871687800090000015,VLEERSTEEG,2291DA,2291DB,WATERINGEN,31,100.0,100.0,100,84,3x25,3712,35.48,0.0
westland-infra,871687800090000015,BAKKERSHOF,2291DC,2291DC,WATERINGEN,14,100.0,100.0,100,93,1x35,1635,78.57,0.0
westland-infra,871687800090000015,BAKKERSHOF,2291DD,2291DD,WATERINGEN,35,100.0,100.0,100,94,3x25,2027,97.14,0.0
westland-infra,871687800090000015,BAKKERSHOF,2291DE,2291DE,WATERINGEN,39,100.0,100.0,100,92,3x25,3730,97.44,0.0
westland-infra,871687800090000015,WATERSTAATSPAD,2291DG,2291DX,WATERINGEN,50,94.0,100.0,100,50,3x25,4405,100.0,0.0
westland-infra,871687800090000015,AMBACHTSHOF,2291DZ,2291EA,WATERINGEN,18,94.44,100.0,100,94,3x25,5343,77.78,0.0
westland-infra,871687800090000015,NOORDWEG,2291EB,2291EE,WATERINGEN,17,88.24,100.0,100,94,3x25,7747,94.12,0.0
westland-infra,871687800090000015,POORTWEIDE,2291EH,2291EH,WATERINGEN,32,100.0,100.0,100,94,3x25,2767,100.0,0.0
westland-infra,871687800090000015,POORTWEIDE,2291EJ,2291EJ,WATERINGEN,40,100.0,100.0,100,93,3x25,3037,97.5,0.0
westland-infra,871687800090000015,ERASMUSWEG,2291EK,2291EN,WATERINGEN,26,100.0,100.0,100,100,3x25,3811,92.31,0.0
westland-infra,871687800090000015,PRINS HENDRIKSTRAAT,2291EP,2291EP,WATERINGEN,24,100.0,100.0,100,83,3x25,3959,91.67,0.0
westland-infra,871687800090000015,PRINS HENDRIKSTRAAT,2291ER,2291ER,WATERINGEN,23,100.0,100.0,100,91,3x25,3275,86.96,0.0
westland-infra,871687800090000015,PRINS HENDRIKSTRAAT,2291ES,2291ES,WATERINGEN,16,100.0,100.0,100,100,3x25,4440,68.75,0.0
westland-infra,871687800090000015,PRINS BERNHARDSTRAAT,2291ET,2291ET,WATERINGEN,15,100.0,100.0,100,100,3x25,4074,80.0,0.0
westland-infra,871687800090000015,AMBACHTSWEG,2291EV,2291EV,WATERINGEN,15,100.0,100.0,100,87,3x25,10407,93.33,0.0
westland-infra,871687800090000015,AMBACHTSWEG,2291EW,2291EW,WATERINGEN,10,100.0,100.0,100,100,3x25,6021,100.0,0.0
westland-infra,871687800090000015,AMBACHTSWEG,2291EX,2291EX,WATERINGEN,24,100.0,100.0,100,88,3x25,4681,100.0,0.0
westland-infra,871687800090000015,AMBACHTSWEG,2291EZ,2291EZ,WATERINGEN,28,96.43,100.0,100,86,3x25,5745,89.29,0.0
westland-infra,871687800090000015,POELDIJKSEWEG,2291GA,2291GA,WATERINGEN,18,100.0,94.44,100,83,3x25,17843,94.44,0.0
westland-infra,871687800090000015,POELDIJKSEWEG,2291GB,2291GB,WATERINGEN,11,100.0,100.0,100,100,3x25,3931,90.91,0.0
westland-infra,871687800090000015,POELDIJKSEWEG,2291GC,2291GC,WATERINGEN,13,100.0,100.0,100,62,3x25,16757,92.31,0.0
westland-infra,871687800090000015,KORTE NOORDWEG,2291GE,2291GE,WATERINGEN,17,94.12,100.0,100,82,3x25,5218,100.0,0.0
westland-infra,871687800090000015,MARKUSLAAN,2291GG,2291GG,WATERINGEN,16,100.0,100.0,100,81,3x25,5813,100.0,0.0
westland-infra,871687800090000015,BLAUWE AKELEI,2291GH,2291GH,WATERINGEN,10,100.0,100.0,100,90,3x25,3678,100.0,0.0
westland-infra,871687800090000015,ROZEMARIJN,2291GJ,2291GJ,WATERINGEN,23,100.0,100.0,100,91,3x25,4441,100.0,0.0
westland-infra,871687800090000015,ROZEMARIJN,2291GK,2291GK,WATERINGEN,21,100.0,100.0,100,90,3x25,2334,100.0,0.0
westland-infra,871687800090000015,ROZEMARIJN,2291GL,2291GL,WATERINGEN,16,100.0,100.0,100,88,3x25,2044,93.75,0.0
westland-infra,871687800090000015,ROZEMARIJN,2291GM,2291GM,WATERINGEN,15,100.0,100.0,100,100,3x25,4323,100.0,0.0
westland-infra,871687800090000015,ROZEMARIJN,2291GN,2291GN,WATERINGEN,23,95.65,100.0,100,96,3x25,3556,100.0,0.0
westland-infra,871687800090000015,ROZEMARIJN,2291GP,2291GR,WATERINGEN,28,92.86,100.0,100,93,3x25,3552,96.43,0.0
westland-infra,871687800090000015,DE MEIBLOEM,2291GS,2291GS,WATERINGEN,18,100.0,100.0,100,89,3x25,3852,94.44,0.0
westland-infra,871687800090000015,DE MEIBLOEM,2291GT,2291GT,WATERINGEN,18,94.44,100.0,100,83,3x25,3537,100.0,0.0
westland-infra,871687800090000015,DE HOORNBLOEM,2291GV,2291GV,WATERINGEN,13,100.0,100.0,100,100,3x25,3393,100.0,0.0
westland-infra,871687800090000015,GELE MEERBLOEM,2291GW,2291GW,WATERINGEN,22,100.0,100.0,100,95,3x25,3425,100.0,0.0
westland-infra,871687800090000015,GELE MEERBLOEM,2291GX,2291GX,WATERINGEN,18,100.0,100.0,100,94,3x25,2637,100.0,0.0
westland-infra,871687800090000015,WILLIGE RIJZEN,2291GZ,2291HM,WATERINGEN,70,100.0,100.0,100,77,3x25,9290,94.29,0.0
westland-infra,871687800090000015,DORPSKADE,2291HN,2291HR,WATERINGEN,24,100.0,100.0,100,50,3x25,15822,87.5,0.0
westland-infra,871687800090000015,DORPSKADE,2291HS,2291HS,WATERINGEN,24,100.0,100.0,100,92,3x25,1618,100.0,0.0
westland-infra,871687800090000015,DORPSKADE,2291HT,2291HZ,WATERINGEN,30,93.33,100.0,100,73,3x25,9972,93.33,0.0
westland-infra,871687800090000015,DE FRANKENTHALER,2291JA,2291JA,WATERINGEN,24,100.0,100.0,100,96,3x25,2880,100.0,0.0
westland-infra,871687800090000015,DE FRANKENTHALER,2291JB,2291JB,WATERINGEN,15,100.0,100.0,100,93,3x25,3944,100.0,0.0
westland-infra,871687800090000015,DE FRANKENTHALER,2291JC,2291JC,WATERINGEN,16,100.0,100.0,100,94,3x25,4113,100.0,0.0
westland-infra,871687800090000015,DE FRANKENTHALER,2291JD,2291JD,WATERINGEN,11,90.91,100.0,100,91,3x25,3374,100.0,0.0
westland-infra,871687800090000015,DE FRANKENTHALER,2291JE,2291JE,WATERINGEN,12,100.0,100.0,100,92,3x25,4052,100.0,0.0
westland-infra,871687800090000015,DE MUSCAAT,2291JG,2291JG,WATERINGEN,14,100.0,100.0,100,86,3x25,3560,100.0,0.0
westland-infra,871687800090000015,DE MUSCAAT,2291JH,2291JH,WATERINGEN,17,100.0,100.0,100,100,3x25,3899,100.0,0.0
westland-infra,871687800090000015,DE MUSCAAT,2291JJ,2291JJ,WATERINGEN,13,100.0,100.0,100,100,3x25,4587,100.0,0.0
westland-infra,871687800090000015,DE COLMAN,2291JK,2291JK,WATERINGEN,16,87.5,100.0,100,81,3x25,4369,100.0,0.0
westland-infra,871687800090000015,DE COLMAN,2291JL,2291JL,WATERINGEN,13,92.31,100.0,100,92,3x25,4129,100.0,0.0
westland-infra,871687800090000015,DE COLMAN,2291JM,2291JM,WATERINGEN,16,100.0,100.0,100,100,3x25,5290,100.0,0.0
westland-infra,871687800090000015,DE COLMAN,2291JN,2291JN,WATERINGEN,21,95.24,100.0,100,81,3x25,4175,100.0,0.0
westland-infra,871687800090000015,DE COLMAN,2291JP,2291JP,WATERINGEN,16,100.0,100.0,100,94,3x25,3338,100.0,0.0
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JR,2291JR,WATERINGEN,18,100.0,100.0,100,94,3x25,4230,100.0,0.0
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JS,2291JS,WATERINGEN,12,100.0,100.0,100,100,3x25,4003,100.0,0.0
westland-infra,871687800090000015,DE WITTE EMILE,2291JT,2291JT,WATERINGEN,18,100.0,100.0,100,100,3x25,4546,100.0,0.0
westland-infra,871687800090000015,DE WITTE EMILE,2291JV,2291JV,WATERINGEN,10,100.0,100.0,100,100,3x25,4581,100.0,0.0
westland-infra,871687800090000015,DE MAROC,2291JW,2291JW,WATERINGEN,14,100.0,100.0,100,86,3x25,4600,92.86,0.0
westland-infra,871687800090000015,DE MAROC,2291JX,2291JX,WATERINGEN,17,100.0,100.0,100,100,3x25,4474,100.0,0.0
westland-infra,871687800090000015,DE MAROC,2291JZ,2291JZ,WATERINGEN,11,100.0,100.0,100,100,3x25,4471,100.0,0.0
westland-infra,871687800090000015,WITTE VAN DER LAAN,2291KA,2291KA,WATERINGEN,27,100.0,100.0,100,93,3x25,2420,100.0,0.0
westland-infra,871687800090000015,BINNENROEDE,2291KB,2291KB,WATERINGEN,14,92.86,100.0,100,93,3x25,3885,100.0,0.0
westland-infra,871687800090000015,BUITENROEDE,2291KC,2291KD,WATERINGEN,16,93.75,100.0,100,81,3x25,3458,100.0,0.0
westland-infra,871687800090000015,WIEK,2291KE,2291KE,WATERINGEN,10,100.0,100.0,100,90,3x25,6219,100.0,0.0
westland-infra,871687800090000015,WIEK,2291KG,2291KJ,WATERINGEN,27,100.0,100.0,100,96,3x25,4892,96.3,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KK,2291KR,WATERINGEN,42,97.62,100.0,100,95,3x25,3754,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KS,2291KS,WATERINGEN,35,97.14,100.0,100,97,3x25,3206,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KT,2291KT,WATERINGEN,22,100.0,100.0,100,86,3x25,4026,95.45,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KV,2291KV,WATERINGEN,16,100.0,100.0,100,100,3x25,3924,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KW,2291KW,WATERINGEN,11,100.0,100.0,100,100,3x25,4128,100.0,0.0
westland-infra,871687800090000015,WINDMOLEN,2291KX,2291KX,WATERINGEN,14,100.0,100.0,100,100,3x25,3816,100.0,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291KZ,2291KZ,WATERINGEN,23,100.0,100.0,100,83,3x25,2262,100.0,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291LA,2291LA,WATERINGEN,11,100.0,100.0,100,91,3x25,2499,100.0,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291LB,2291LB,WATERINGEN,17,82.35,100.0,100,94,3x25,3486,100.0,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291LC,2291LC,WATERINGEN,17,100.0,100.0,100,82,3x25,6604,94.12,0.0
westland-infra,871687800090000015,KORTE SPRUIT,2291LD,2291LG,WATERINGEN,36,100.0,100.0,100,94,3x25,3294,100.0,0.0
westland-infra,871687800090000015,SPANTRING,2291LH,2291LH,WATERINGEN,15,100.0,100.0,100,93,3x25,3626,100.0,0.0
westland-infra,871687800090000015,SPANTRING,2291LJ,2291LJ,WATERINGEN,20,100.0,100.0,100,95,3x25,2913,100.0,0.0
westland-infra,871687800090000015,KANTSTIJL,2291LK,2291LK,WATERINGEN,44,100.0,100.0,100,100,3x25,2233,97.73,0.0
westland-infra,871687800090000015,LANGE SPRUIT,2291LZ,2291LZ,WATERINGEN,27,100.0,100.0,100,93,3x25,2468,100.0,0.0
westland-infra,871687800090000015,KONINGSSPIL,2291MA,2291MA,WATERINGEN,13,92.31,100.0,100,100,3x25,5389,100.0,0.0
westland-infra,871687800090000015,KONINGSSPIL,2291MB,2291MB,WATERINGEN,25,100.0,100.0,100,84,3x25,4611,96.0,0.0
westland-infra,871687800090000015,KORBEEL,2291MC,2291MC,WATERINGEN,20,100.0,100.0,100,100,3x25,3986,100.0,0.0
westland-infra,871687800090000015,KAAPSTANDER,2291MD,2291MD,WATERINGEN,20,100.0,100.0,100,95,3x25,4281,100.0,0.0
westland-infra,871687800090000015,KRUISBALK,2291ME,2291ME,WATERINGEN,18,100.0,100.0,100,94,3x25,5091,100.0,0.0
westland-infra,871687800090000015,BOOG,2291MG,2291MG,WATERINGEN,14,100.0,100.0,100,100,3x25,4124,100.0,0.0
westland-infra,871687800090000015,SCHEG,2291MH,2291MH,WATERINGEN,14,100.0,100.0,100,93,3x25,4061,100.0,0.0
westland-infra,871687800090000015,KRUILIER,2291MJ,2291MJ,WATERINGEN,16,100.0,100.0,100,100,3x25,3732,100.0,0.0
westland-infra,871687800090000015,KRUILIER,2291MK,2291MK,WATERINGEN,18,94.44,100.0,100,83,3x25,6028,100.0,0.0
westland-infra,871687800090000015,PENBALK,2291ML,2291MN,WATERINGEN,20,95.0,100.0,100,100,3x25,4869,100.0,0.0
westland-infra,871687800090000015,MOERBALK,2291MP,2291MP,WATERINGEN,12,100.0,100.0,100,100,3x25,4945,100.0,0.0
westland-infra,871687800090000015,BONTELRAD,2291MR,2291MS,WATERINGEN,25,96.0,100.0,100,96,3x25,3928,96.0,0.0
westland-infra,871687800090000015,TEMPELBALK,2291MT,2291MV,WATERINGEN,18,88.89,100.0,100,100,3x25,4398,100.0,0.0
westland-infra,871687800090000015,ZWARTVEEN,2291NB,2291ND,WATERINGEN,49,97.96,100.0,100,94,3x25,8374,97.96,0.0
westland-infra,871687800090000015,LAAGVEEN,2291NE,2291NG,WATERINGEN,32,96.88,100.0,100,100,3x25,4448,100.0,0.0
westland-infra,871687800090000015,HOOGVEEN,2291NH,2291NJ,WATERINGEN,34,94.12,100.0,100,88,3x25,4222,100.0,0.0
westland-infra,871687800090000015,MOSVEEN,2291NK,2291NK,WATERINGEN,38,100.0,100.0,100,97,3x25,3485,100.0,0.0
westland-infra,871687800090000015,MOSVEEN,2291NL,2291NL,WATERINGEN,11,90.91,100.0,100,91,3x25,3900,100.0,0.0
westland-infra,871687800090000015,RANDVEEN,2291NM,2291NM,WATERINGEN,28,92.86,100.0,100,93,3x25,4758,100.0,0.0
westland-infra,871687800090000015,WOUDVEEN,2291NN,2291NN,WATERINGEN,10,100.0,100.0,100,100,3x25,4481,100.0,0.0
westland-infra,871687800090000015,MOLENWEER,2291NP,2291NP,WATERINGEN,34,94.12,100.0,100,94,3x25,2266,100.0,0.0
westland-infra,871687800090000015,MOLENWEER,2291NR,2291NR,WATERINGEN,18,94.44,100.0,100,56,3x25,14195,100.0,0.0
westland-infra,871687800090000015,VEENLAND,2291NS,2291NT,WATERINGEN,19,100.0,100.0,100,84,3x25,7676,94.74,0.0
westland-infra,871687800090000015,NAALDWIJKSEWEG,2291PA,2291PA,WATERINGEN,52,100.0,100.0,100,73,3x25,9628,92.31,0.0
westland-infra,871687800090000015,MONSTERSEWEG,2291PB,2291PB,WATERINGEN,34,100.0,100.0,100,82,3x25,8790,100.0,0.0
westland-infra,871687800090000015,SCHIPLUIDENSEWEG,2291PC,2291PC,WATERINGEN,11,90.91,100.0,100,55,3x25,18995,90.91,0.0
westland-infra,871687800090000015,DE LIERSEWEG,2291PD,2291PE,WATERINGEN,126,98.41,100.0,100,82,3x25,10439,98.41,0.0
westland-infra,871687800090000015,WESTLANDSEWEG,2291PG,2291PG,WATERINGEN,19,100.0,100.0,100,32,3x35,23802,100.0,0.0
westland-infra,871687800090000015,MAASLANDSEWEG,2291PH,2291PJ,WATERINGEN,16,100.0,100.0,100,69,3x35,20445,100.0,0.0
westland-infra,871687800090000015,VAN NASSAUSTRAAT,2291PW,2291PW,WATERINGEN,24,100.0,100.0,100,96,3x25,3805,100.0,0.0
westland-infra,871687800090000015,VD DOES DE WILLEBOISSTR,2291PX,2291PX,WATERINGEN,28,96.43,100.0,100,100,3x25,4603,100.0,0.0
westland-infra,871687800090000015,MURRAIJSTRAAT,2291PZ,2291PZ,WATERINGEN,64,95.31,100.0,100,97,3x25,3350,100.0,0.0
westland-infra,871687800090000015,COLENSTRAAT,2291RA,2291RA,WATERINGEN,12,83.33,100.0,100,100,3x25,4774,100.0,0.0
westland-infra,871687800090000015,VAN CATSHUYSENSTRAAT,2291RB,2291RB,WATERINGEN,16,100.0,100.0,100,100,3x25,5371,100.0,0.0
westland-infra,871687800090000015,VAN AREMBERGLAAN,2291RC,2291RC,WATERINGEN,38,97.37,100.0,100,95,3x25,3233,100.0,0.0
westland-infra,871687800090000015,VAN DER MEERSTRAAT,2291RD,2291RD,WATERINGEN,10,100.0,100.0,100,100,3x25,5639,100.0,0.0
westland-infra,871687800090000015,VAN DE KERCKHOVESTRAAT,2291RE,2291RE,WATERINGEN,43,100.0,100.0,100,98,3x25,4674,100.0,0.0
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RG,2291RG,WATERINGEN,22,100.0,100.0,100,100,3x25,4376,90.91,0.0
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RH,2291RH,WATERINGEN,20,100.0,100.0,100,100,3x25,4694,100.0,0.0
westland-infra,871687800090000015,VAN GOCHSTRAAT,2291RJ,2291RJ,WATERINGEN,77,100.0,100.0,100,95,3x25,4014,98.7,0.0
westland-infra,871687800090000015,ROELSPLANTSOEN,2291RK,2291RK,WATERINGEN,43,97.67,100.0,100,95,3x25,2988,100.0,0.0
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RL,2291RL,WATERINGEN,22,81.82,100.0,100,86,3x25,2538,100.0,0.0
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RM,2291RN,WATERINGEN,49,97.96,100.0,100,98,3x25,4632,100.0,0.0
westland-infra,871687800090000015,DE VROOMSTRAAT,2291RP,2291RP,WATERINGEN,27,92.59,100.0,100,93,3x25,4528,100.0,0.0
westland-infra,871687800090000015,MOMMASTRAAT,2291RR,2291RR,WATERINGEN,41,95.12,100.0,100,98,3x25,3333,100.0,0.0
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RS,2291RS,WATERINGEN,61,100.0,100.0,100,92,3x25,3352,100.0,0.0
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RT,2291RT,WATERINGEN,27,100.0,100.0,100,100,3x25,4279,100.0,0.0
westland-infra,871687800090000015,DUIJVESTEIJNSTRAAT,2291RV,2291RV,WATERINGEN,37,97.3,100.0,100,92,3x25,3280,97.3,0.0
westland-infra,871687800090000015,STRUYCK VAN BERGENSTRAAT,2291RW,2291RW,WATERINGEN,22,90.91,100.0,100,95,3x25,4072,100.0,0.0
westland-infra,871687800090000015,VLIETHOF,2291RX,2291RX,WATERINGEN,25,100.0,100.0,100,80,3x25,8141,88.0,0.0
westland-infra,871687800090000015,VLIETHOF,2291RZ,2291RZ,WATERINGEN,53,100.0,100.0,100,87,3x25,5125,98.11,0.0
westland-infra,871687800090000015,BOVENDIJK,2291SB,2291SB,WATERINGEN,28,67.86,100.0,100,71,3x25,5537,100.0,0.0
westland-infra,871687800090000015,BOVENDIJK,2291SC,2291SE,WATERINGEN,18,100.0,100.0,100,94,3x25,4005,100.0,0.0
westland-infra,871687800090000015,GAELSTRAAT,2291SG,2291SH,WATERINGEN,17,94.12,100.0,100,94,3x25,3430,100.0,0.0
westland-infra,871687800090000015,GAELSTRAAT,2291SJ,2291SJ,WATERINGEN,19,94.74,100.0,100,95,3x25,3180,100.0,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SK,2291SK,WATERINGEN,17,100.0,100.0,100,82,1x35,5128,94.12,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SL,2291SL,WATERINGEN,14,100.0,100.0,100,71,3x25,4805,92.86,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SM,2291SP,WATERINGEN,34,100.0,100.0,100,53,3x25,3206,97.06,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SR,2291SR,WATERINGEN,18,100.0,100.0,100,89,3x25,3358,94.44,0.0
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291ST,2291ST,WATERINGEN,22,100.0,100.0,100,95,3x25,3969,100.0,0.0
westland-infra,871687800090000015,CISTERCIENSERSTRAAT,2291SV,2291SX,WATERINGEN,25,100.0,100.0,100,72,3x25,7010,92.0,0.0
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SZ,2291SZ,WATERINGEN,14,100.0,100.0,100,50,1x35,8594,100.0,0.0
westland-infra,871687800090000015,DR KUYPERSTRAAT,2291TA,2291TB,WATERINGEN,16,100.0,100.0,100,94,3x25,1768,87.5,0.0
westland-infra,871687800090000015,DR ARIENSSTRAAT,2291TC,2291TC,WATERINGEN,13,100.0,100.0,100,85,3x25,2418,100.0,0.0
westland-infra,871687800090000015,DR POELSSTRAAT,2291TD,2291TD,WATERINGEN,12,100.0,100.0,100,100,3x25,2830,50.0,0.0
westland-infra,871687800090000015,DR POELSSTRAAT,2291TE,2291TE,WATERINGEN,12,100.0,100.0,100,83,3x25,1955,75.0,0.0
westland-infra,871687800090000015,IRENESTRAAT,2291TG,2291TG,WATERINGEN,22,100.0,100.0,100,86,3x25,2300,63.64,0.0
westland-infra,871687800090000015,IRENESTRAAT,2291TH,2291TH,WATERINGEN,18,100.0,100.0,100,83,3x25,2767,55.56,0.0
westland-infra,871687800090000015,MARGRIETSTRAAT,2291TJ,2291TJ,WATERINGEN,14,92.86,100.0,100,93,3x25,4189,78.57,0.0
westland-infra,871687800090000015,MARIJKESTRAAT,2291TK,2291TK,WATERINGEN,14,100.0,100.0,100,93,3x25,3494,100.0,0.0
westland-infra,871687800090000015,WILLEM III STRAAT,2291TL,2291TL,WATERINGEN,14,92.86,100.0,100,64,3x25,8565,92.86,0.0
westland-infra,871687800090000015,WILLEM III STRAAT,2291TM,2291TM,WATERINGEN,14,100.0,100.0,100,79,3x25,4639,100.0,0.0
westland-infra,871687800090000015,WILLEM III STRAAT,2291TN,2291TN,WATERINGEN,31,100.0,100.0,100,97,3x25,3263,74.19,0.0
westland-infra,871687800090000015,JULIANASTRAAT,2291TP,2291TS,WATERINGEN,20,95.0,100.0,100,80,3x25,4986,85.0,0.0
westland-infra,871687800090000015,JULIANASTRAAT,2291TT,2291TT,WATERINGEN,18,100.0,100.0,100,89,3x25,3038,55.56,0.0
westland-infra,871687800090000015,BEATRIXSTRAAT,2291TV,2291TV,WATERINGEN,13,100.0,100.0,100,69,3x25,3529,38.46,0.0
westland-infra,871687800090000015,EMMASTRAAT,2291TW,2291TX,WATERINGEN,33,100.0,100.0,100,100,3x25,3534,100.0,0.0
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TZ,2291TZ,WATERINGEN,20,100.0,100.0,100,90,3x25,1905,35.0,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VA,2291VA,WATERINGEN,33,100.0,100.0,100,91,3x25,3462,93.94,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VB,2291VB,WATERINGEN,33,100.0,100.0,100,97,3x25,3374,96.97,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VC,2291VC,WATERINGEN,34,100.0,100.0,100,94,3x25,3710,100.0,0.0
westland-infra,871687800090000015,LENTEBLOK,2291VD,2291VD,WATERINGEN,17,100.0,100.0,100,100,3x25,2898,100.0,0.0
